0,1,2
0.0,0.0,0.0
-17.164893417105716,-17.18785432189024,-17.187582332173598
-17.475336683310392,-17.20573650675078,-17.47742601190877
-17.68100654802113,-17.200992328808674,-17.68108937456147
-17.75796781570961,-17.314000734822113,-17.756333767982355
-17.131365748094165,-17.788079054851117,-17.786651061991645
-17.833714880635444,-17.834205421318888,-17.534544949058585
-17.843514595550694,-17.843107406391866,-17.389196876314823
-17.729887043953045,-17.7300802250329,-17.15694226949038
-17.528452727089526,-17.528674119818827,-16.92159597322829
-17.317987241653864,-17.317806592629772,-16.75302860333566
-17.04280016304778,-17.043508142830955,-16.41546693674954
-16.73770921928238,-16.740177757402417,-16.05092060773552
-16.415245874478572,-16.415276980503403,-16.09523884510054
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-5.035789721947017,-4.802747525749581,-4.816235550665433
-17.35667781623635,-17.445807681522705,-17.44644784784177
-17.803934517189802,-17.520493665602576,-17.802321988805534
-17.95715984015135,-17.955783323920357,-17.57530894441034
-18.030463584308873,-17.540241062970615,-18.029033473532113
-18.134096273458358,-18.135820069311006,-17.800895522142802
-17.71944077521061,-18.117047454729597,-18.117865537918345
-18.173625075616002,-18.169782392332774,-18.170981537566664
-18.38111186201402,-18.381381871222647,-18.381478114746866
-18.36628412185491,-18.365732783193433,-18.366295394686084
-18.293663607096104,-18.297432991869282,-18.290125800297467
-18.129341806371876,-18.13105189864629,-18.13168652633548
-17.257626926896567,-17.32003262123492,-17.31936389097428
-16.28889427695618,-16.287608106241834,-15.63214652124266
-15.955607157229418,-15.959132465606778,-15.192412737263103
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-15.30811637766415,-16.106987595119616,-16.09485835742578
-17.52347267900205,-17.667188152491242,-17.66955339133443
-17.76122792480075,-18.03941839748004,-18.040487931477266
-17.74194383362382,-18.189089695324455,-18.187804478424646
-17.916000213135426,-18.34780848593006,-18.348051653652163
-17.901967876411167,-18.38192740531203,-18.382659413656892
-18.843497312932758,-18.843132469786486,-18.84233377569532
-18.86592097544188,-19.176484967028184,-19.176560425591635
-19.215670447532222,-19.215429419716596,-19.020598738606875
-19.20678707939809,-19.207335497099507,-18.99387748214609
-19.167764803105722,-19.171092072081947,-18.887797294490174
-19.099360715597786,-19.09959391272046,-18.65499453425251
-18.855816640816972,-18.85619901880674,-18.032544530104722
-17.91754283631012,-17.915508223304847,-17.751266456616513
-15.894494408964515,-15.894647718557776,-14.944392880728062
-15.49707171646757,-15.496968700446267,-14.66515522466868
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-16.252231543669588,-17.103583725824112,-17.1117176594806
-17.820340752977618,-17.931556995564854,-17.93115778615837
-17.937781936930524,-18.246905491722266,-18.246104733816797
-17.96437819626387,-18.37620457480916,-18.376823539592063
-18.117595355534917,-18.56524645869631,-18.56469032540751
-18.930661248641044,-18.92875813054516,-18.928001141294814
-19.271314545448554,-19.413490344780875,-19.412996386008334
-19.51342237887443,-19.51340826493277,-19.281364259179266
-19.616368247854975,-19.616248456647252,-19.25078700804125
-19.587819178359585,-19.588004318154233,-19.181259482323288
-19.557690765391676,-19.557816050228702,-19.095291765724873
-19.497401442122886,-19.497405384340706,-19.008426671227397
-19.28328550649736,-19.28497269895352,-18.75789276162988
-19.046929207336323,-19.043881608159914,-18.468762598989755
-17.95021119340653,-17.951490547583564,-17.35691202011129
-15.836895332254699,-16.05081236457905,-16.04855721362273
-14.928414221118667,-14.92960224262194,-14.105665596362144
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-16.360911189899532,-17.312668107967944,-17.313566297581477
-18.024350055949004,-18.14015577980005,-18.141224908530056
-18.094070217216345,-18.434119637810944,-18.434963393618872
-18.239331649150586,-18.6229583900123,-18.62276867754363
-18.302449802169424,-18.72660229090187,-18.72642763726775
-19.311618386145053,-19.358559685697703,-19.35889980751073
-19.402373475161806,-19.551595680314296,-19.551628280682326
-19.435797900992387,-19.67310668193852,-19.67369428016352
-19.361312599595546,-19.714036562931767,-19.71407435216119
-19.719160476462942,-19.71905223451665,-19.223397487184613
-19.699238361564895,-19.699440400267868,-19.12636120340662
-19.665127954000912,-19.665203049636414,-19.030857707602017
-19.569831104849836,-19.569869830903322,-18.912982827645813
-19.47204115414908,-19.472016090350895,-18.791020543020537
-19.002517473100006,-18.999826553351607,-18.19715841671174
-17.804901588457575,-17.805577333969484,-17.055196128464484
-14.969259704728515,-14.8330134703277,-14.968695998744192
-14.311975766936992,-14.314687525049486,-13.449253721310901
0.0,0.0,0.0
0.0,0.0,0.0
-16.66096722210458,-17.52370135796151,-17.525678782109964
-18.14547537333262,-18.289490959858817,-18.289474049851986
-18.253752964888776,-18.58922180156142,-18.58892852548298
-18.399225515682808,-18.798080329447377,-18.798659890140136
-18.524059740102476,-18.86740337669258,-18.866829694647105
-19.43494951681506,-19.511021254827366,-19.511706170550024
-19.56976703042263,-19.65452329236084,-19.65438902817627
-19.540476142348304,-19.769683206138364,-19.769871105731145
-19.535500056881965,-19.789327166521904,-19.78916251296759
-19.771119665213224,-19.772320211166498,-19.772203102280645
-19.75261639445641,-19.752292866732038,-19.751115425549596
-19.71333769219126,-19.71256610564509,-19.151703369720376
-19.659795429044138,-19.125046656034,-19.658820679499414
-19.56530301972277,-19.565464705078625,-18.748814875124246
-19.431838086920177,-19.43090987132049,-18.63735240130474
-18.73579836424771,-18.732806417884067,-17.691157786323018
-16.86508232699792,-16.865376567456206,-16.21122933636188
-14.157342292449831,-14.157114616016347,-13.090463763032634
-6.222207054892903,-6.3305291350627515,-6.294365663814116
0.0,0.0,0.0
-17.064525302298367,-17.614031240817347,-17.608040598677178
-18.273597700663412,-18.413472566425707,-18.413291696085622
-18.39130460509982,-18.701160525381294,-18.70060091281677
-18.538578604521547,-18.899361106622692,-18.899424685521822
-18.74857881009359,-18.982805347902094,-18.983225410496164
-19.511763926133064,-19.546130109839382,-19.545649475157408
-19.596392505633375,-19.682844078211623,-19.68352624457502
-19.624446425888063,-19.81885679317899,-19.818921025386338
-19.667071547399036,-19.848421642225457,-19.848461791802517
-19.942285067418595,-19.942249871081238,-19.93945228665037
-19.9376038207446,-19.93759738367975,-19.931669449792455
-19.902641097839695,-19.902143221511967,-19.902339780103333
-19.72278215526357,-19.722600751842318,-19.199884167005656
-19.641226879178415,-19.163280277458256,-19.641006358320947
-19.5042633890332,-19.50396926272298,-18.53895822804534
-19.255109065633675,-19.255528533897124,-18.428017528515173
-18.167633593115028,-18.171387480742904,-16.790424397572043
-14.566155095781886,-14.55495845468662,-14.304434859465259
-13.430046010144274,-13.430589170580221,-12.347808696204167
0.0,0.0,0.0
-17.41718082881453,-17.636450121639438,-17.64073045104179
-18.324685299196783,-18.496964209266963,-18.49712064780313
-18.485707339242985,-18.774692528906975,-18.77466774161432
-18.566214740735152,-18.94442451199594,-18.945019173964212
-18.784881226151526,-19.043696402566198,-19.043731033296112
-19.56015581315107,-19.566602345188496,-19.56665991427656
-19.631172014571767,-19.70191336943886,-19.70179556116854
-19.686781214277254,-19.81417261532334,-19.814245604258545
-19.72174612759556,-19.857938241663486,-19.8580802651006
-19.823799703523434,-19.930466865366643,-19.93048484865318
-19.928934951990854,-19.9289241098747,-19.92448672510652
-19.920303974600248,-19.920337417074474,-19.91074988989195
-19.89492576988625,-19.893430996408767,-19.89500091503498
-19.6845071155343,-19.684638863896087,-19.18004647604551
-19.57007593467258,-19.56882812695949,-18.81980089348203
-19.394711319878336,-19.392616986454765,-18.37702916762108
-18.399886284427993,-18.400163140724413,-16.944352184525002
-15.481720730119832,-15.474258046496566,-15.475121395717993
-13.087078890736299,-13.08730072941981,-11.571518851895748
0.0,0.0,0.0
-17.614191087431003,-17.6133443188258,-17.602085841617555
-17.699945210414082,-18.433650915539864,-18.434757090721053
-18.50781408939311,-18.739047140116643,-18.738469276892094
-18.61342510589545,-18.894949914235315,-18.895446584531296
-18.876824420163988,-19.095514766347314,-19.095265166572002
-19.171851670245456,-19.320117295225238,-19.320739513378513
-19.670104546007565,-19.710477292887646,-19.710637908976853
-19.708858330052855,-19.766731271524524,-19.766722851222468
-19.755716586098508,-19.855093993417157,-19.855141148306956
-19.803460974832614,-19.88478698674491,-19.88477764209561
-19.83770010089134,-19.886013724069397,-19.88596203131868
-19.86959784948217,-19.892571433649287,-19.892575772198104
-19.88232578367178,-19.8942575753564,-19.89431636539596
-19.680372006022996,-19.680577631200894,-19.110372228802042
-19.572726474807283,-19.574260007610082,-18.99875752681964
-19.370058282951927,-19.3698834321537,-18.210443655178015
-18.43871083005555,-18.44247726964441,-16.580851554495645
-15.678297002062635,-15.669580710318762,-15.655288888516976
-12.574712836978534,-12.57506687781983,-11.125739380177416
0.0,0.0,0.0
-10.732382107099589,-10.794466127569784,-10.696722352722466
-16.271212543713162,-18.0797738004519,-18.085982475797508
-18.52437430820269,-18.625286257134576,-18.625100920121525
-18.694262093433522,-18.812384022798817,-18.812021753177593
-19.130540733469626,-18.799315830080367,-19.130675213754728
-19.068075049124015,-19.222362751478816,-19.22205051894073
-19.568621471380457,-19.617557424792796,-19.617968350760922
-19.721459120817418,-19.743025821054076,-19.74318031616699
-19.777354910323883,-19.796795285931736,-19.796849535954912
-19.8061368481864,-19.820640597244175,-19.820548921882775
-19.83184848978156,-19.840798258177404,-19.84080190302476
-19.854062822907835,-19.859496886041565,-19.85956530044849
-19.863363295012896,-19.86346894458185,-19.86357530635382
-19.657257501299473,-19.290312003577192,-19.657191274197388
-19.528979541807185,-19.527927330009003,-18.908231003503545
-19.314419753822026,-19.312778103209702,-18.017455403860822
-18.378012008720038,-18.371468152935755,-16.278524091433837
-15.460861520700469,-15.447444991247888,-15.21200661230003
-12.046280872732295,-12.048585342597594,-10.665690605703789
0.0,0.0,0.0
0.0,0.0,0.0
-16.05147582218219,-17.395384590625333,-17.39663612235963
-16.754884494688145,-18.48391568993852,-18.48366099383417
-18.33169424408311,-18.779157335079613,-18.7795248384625
-18.765193953672583,-18.94209268859491,-18.94298265122123
-18.918656058431953,-19.242963759170376,-19.242654997839757
-19.313327170419008,-19.174524379142706,-19.315059601049953
-19.26267789232041,-19.455340456875135,-19.455833401328377
-19.71909793987155,-19.755399607730606,-19.755704314622143
-19.781743815497304,-19.7880541998709,-19.788112878478348
-19.805915741629896,-19.80621834294393,-19.806304019675316
-19.810526394780464,-19.81048550172209,-19.81048199119849
-19.676169134630996,-19.676245814119145,-19.676130357260114
-19.59248557802302,-19.59291465178892,-19.1720748264815
-19.395521634847423,-19.393852805438094,-18.473469698908488
-19.208734175832756,-19.209281596514227,-17.80030049856579
-17.980600178515335,-17.984867162085415,-15.905368443829001
-14.815738069454396,-14.80725192737204,-14.36472049022069
-11.307553149548255,-11.315227738221632,-9.687815096377495
0.0,0.0,0.0
0.0,0.0,0.0
-1.1566338390619024,-0.889307980253155,-0.984539834927066
-16.37203436542158,-17.55090392839132,-17.550709792338385
-17.539389038113207,-18.55217586744399,-18.551514572273454
-18.492501174081617,-18.88039529188127,-18.880945011658394
-18.829121571477366,-19.008460195324684,-19.010169339131938
-19.307379708209094,-18.979067718851994,-19.30696867755232
-19.374697626383327,-19.374640260673228,-19.251745569485312
-19.301863729378272,-19.428690853413407,-19.429288069764297
