0,1,2
0.0,0.0,0.0
-0.6718458529186584,-0.7199232363283701,-0.5884869798358383
-16.903827501711568,-16.911237202553405,-16.910067188359328
-17.36701360684046,-17.36677735397035,-17.365770900653757
-17.36231486344076,-17.362482231876065,-17.364056181887335
-17.264668612317873,-17.262416186728572,-17.26377333415575
-17.264473091805908,-17.262544029409995,-17.262183262322008
-17.284063025382252,-17.285780994608043,-17.28329955729421
-17.2494740385578,-17.250849038053683,-17.24879962875141
-17.226248179487655,-17.226589314239757,-17.22696169945228
-17.143646830604595,-17.142630675192724,-17.131987564166256
-16.857462920031104,-16.85855352314621,-16.81933355127168
-16.488441828216402,-16.48823870771915,-16.46830709059576
-16.162883629225625,-16.16286864183559,-16.16286860690346
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-12.088140470289808,-12.134961542511302,-12.083889505902304
-17.11233878823105,-17.117320215244867,-17.110849890144657
-17.522217657343568,-17.521740438263077,-17.52232060530604
-17.483770517822162,-17.536316127145138,-17.535804089743408
-17.58505815675994,-17.587075836001823,-17.588345332109792
-17.68904371956721,-17.69007407377198,-17.678981581521107
-17.534436980361164,-17.53059092516378,-17.53419891429939
-17.347516345165182,-17.34571379810925,-17.346948691728564
-17.19234542603418,-17.191493061393608,-17.089299295791882
-16.961048320813433,-16.961654262394745,-16.80848713327532
-16.64552302102957,-16.636218321759596,-16.536297978156618
-16.31142267760786,-16.30807396962375,-16.301261250947604
-16.149963933770056,-16.148815852830428,-15.964594445305158
-15.805405946358277,-15.80775192411594,-15.594614922063954
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-12.478988220763084,-12.478548502490915,-12.55470234394555
-17.450557237337712,-17.45099175169361,-17.455625479137087
-17.641397033009493,-17.720969340290484,-17.721189387725545
-17.82266840188447,-17.822962720691194,-17.807772460951043
-17.955508000881736,-17.956035328747983,-17.948755688330976
-17.846919406036484,-17.87166134157457,-17.874859455736072
-17.888642638189758,-17.888102884844518,-17.88730239539755
-17.858570321677416,-17.858020912550078,-17.858385650962617
-17.784537363278492,-17.78521593989921,-17.79493545362477
-17.71720109860106,-17.711574257652803,-17.70811783079336
-17.52042724147168,-17.533449628538797,-17.520234421959223
-17.00831143377217,-17.024945469897048,-17.029968362130912
-16.101093429571186,-16.0661714027928,-15.990940517570568
-15.780108134072995,-15.781850731220633,-15.361451135998795
-15.368381775881614,-15.36708667658654,-15.128887162414806
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-0.98247882155803,-1.172910017112659,-1.1905386513945269
-13.22037591869905,-13.260522096818768,-13.258128410306272
-17.571865495235933,-17.570599645391514,-17.571668097915712
-17.902407095697537,-17.94352507532144,-17.943042748916913
-18.102141677022367,-18.110111888585333,-18.10967692787702
-18.0985705554447,-18.13640054166498,-18.1336447516556
-18.426887859358647,-18.429342016968846,-18.43404398793904
-18.807748968148484,-18.807276683968794,-18.79654276494586
-18.835705757022804,-18.83544776486178,-18.80698385669859
-18.789745285209236,-18.790109953239664,-18.75228279882457
-18.681068761930245,-18.674041402410992,-18.679037233382818
-18.473527456879225,-18.472603511874517,-18.418894412139895
-18.080287797267992,-18.069457091916792,-18.070064203543005
-17.194129334469235,-17.205658193350253,-17.208367844165572
-15.933646196760993,-15.821889516646968,-15.91655403915739
-15.374514097392812,-15.371166892515555,-14.813150831741812
-14.781042479444892,-14.77881143012521,-14.52102359726235
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-4.260587568534273,-4.165188449712108,-4.352461597907994
-15.598988229208674,-15.570212649863672,-15.608010389265566
-17.699099381718934,-17.8164672465538,-17.81558153085283
-18.13674935901536,-18.140456596727145,-18.141909492776023
-18.243738216951066,-18.24442499309905,-18.241750563606253
-18.485768489614937,-18.49020006252221,-18.48536153997758
-18.89049216152152,-18.896073829564312,-18.891229968400957
-19.143271036504405,-19.137031862522395,-19.14304491243291
-19.089782629617545,-19.08984420330258,-19.06847670963291
-19.047798243344385,-19.04139386437391,-19.00962275459799
-18.970504655597153,-18.96012762975945,-18.9098584204112
-18.800452133114433,-18.798808554075666,-18.79881423824271
-18.58133703278034,-18.580524652739285,-18.56127329767078
-18.11860285725721,-18.119384790823567,-18.124157202121342
-17.03143610552777,-17.03451294160567,-17.03518348811771
-15.675256787392717,-15.645102642345599,-15.290356885741964
-14.86334102434399,-14.864191517889262,-14.229777223518838
-13.961472417908588,-13.899048667222024,-13.959800882437413
0.0,0.0,0.0
0.0,0.0,0.0
-7.198846140078649,-7.253975548558035,-7.265602251168818
-16.034292603163593,-16.054589772396675,-16.051060633478645
-17.817744068023103,-17.97227969911509,-17.97101806944426
-18.319966018039732,-18.32473613573477,-18.325930314150543
-18.35282110088563,-18.3600401472728,-18.370482024343268
-18.707789004585248,-18.707784823692823,-18.70745419910896
-19.155240126804486,-19.175887235509215,-19.177605149106395
-19.31130920040672,-19.31159322902877,-19.311264812019065
-19.281453352219184,-19.342823366626575,-19.342915546751133
-19.321685782927126,-19.327316671310918,-19.28958097679315
-19.26579540809319,-19.266210460064503,-19.207063554262206
-19.113642408345502,-18.834487670468267,-19.113723236897904
-18.83888480316993,-18.81634054633902,-18.7174939784798
-18.551440492715606,-18.552624162369668,-18.542573348712796
-17.949925878916087,-17.95535688789286,-17.951698247981877
-16.481932562978628,-16.485620932606675,-16.483849046803588
-14.852591319520593,-14.876040285740219,-14.557529376757097
-14.157342292449831,-14.157114616016347,-13.568307062543541
-2.5883088719790655,-2.753128458814887,-2.698966468861262
0.0,0.0,0.0
-5.921915378533365,-6.044853489633399,-6.073079769869874
-15.251142635156762,-15.893137410571098,-15.889889514557055
